Scientific Name                              ,PLANTS Floristic Area,State and Province,Category,Duration,Growth Habit,Native Status,Active Growth Period,After Harvest Regrowth Rate,Bloom Period
Alopecurus dasyanthus,,,Monocot,,Graminoid,,,,
Alopecurus geniculatus,"NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, NB, NF, NS, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, DC, IA, ID, IL, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY)",Monocot,Perennial,Graminoid,L48(I)AK(I)CAN(I)GL(I)SPM(I),Spring,Slow,Summer
Alopecurus geniculatus var. geniculatus,"NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, NB, NF, NS, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, DC, IA, ID, IL, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UT, VA, VT, WA, WI, WV, WY)",Monocot,Perennial,Graminoid,L48(I)AK(I)CAN(I)GL(I)SPM(I),,,
Alopecurus magellanicus,"NA (L48, AK, CAN, GL)","CAN(AB, BC, LB, MB, NT, NU, ON, QC, SK, YT), DEN(GL), USA(AK, CO, ID, MT, UT, WY)",Monocot,Perennial,Graminoid,L48(N)AK(N)CAN(N)GL(N),,,
Alopecurus myosuroides,"NA (L48, CAN)","CAN(MB), USA(AL, CA, DC, DE, KS, KY, LA, MA, MD, ME, MI, MS, NC, NJ, NM, NY, OH, OR, PA, RI, SC, TX, VA, WA, WV)",Monocot,Annual,Graminoid,L48(I)CAN(I),Spring,Moderate,Summer
Alopecurus pratensis,"NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AL, CA, CO, CT, DC, DE, GA, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Monocot,Perennial,Graminoid,L48(I)AK(I)CAN(I)GL(I)SPM(I),Spring and Summer,Rapid,Spring
Alopecurus rendlei,NA (L48),USA(PA),Monocot,Annual,Graminoid,L48(I),,,
Alopecurus saccatus,NA (L48),"USA(CA, ID, OR, WA)",Monocot,Annual,Graminoid,L48(N),,,
Alopecurus utriculatus,,,Monocot,,Graminoid,,,,
Alopecurus vaginatus,,,Monocot,,Graminoid,,,,
Alophia,NA (L48),"USA(AR, LA, MS, OK, TX)",Monocot,,,L48(N),,,
Alophia drummondii,NA (L48),"USA(AR, LA, MS, OK, TX)",Monocot,Perennial,Forb/herb,L48(N),,,
Aloysia,NA (L48),"USA+(PR), USA(AZ, CA, GA, NC, NM, NV, TX, UT)",Dicot,,,"L48(I,N)",,,
Aloysia gratissima,NA (L48),"USA(AZ, NM, TX)",Dicot,Perennial,Shrub,L48(N),,,
Aloysia gratissima var. gratissima,NA (L48),"USA(NM, TX)",Dicot,Perennial,Shrub,L48(N),,,
Aloysia gratissima var. schulziae,NA (L48),"USA(AZ, TX)",Dicot,Perennial,Shrub,L48(N),,,
Aloysia macrostachya,NA (L48),USA(TX),Dicot,Perennial,Shrub,L48(N),,,
Aloysia triphylla,"NA (L48), PR","USA+(PR), USA(CA, GA, NC)",Dicot,Perennial,Shrub,L48(I)PR(I),,,
Aloysia wrightii,NA (L48),"USA(AZ, CA, NM, NV, TX, UT)",Dicot,Perennial,Shrub,L48(N),,,
Alphitonia,NA (PB),"USA(FM, HI, PW)",Dicot,,,,,,
Alphitonia carolinensis,,"USA(FM, PW)",,Perennial,Tree,L48(N),,,
Alphitonia ponderosa,HI,USA(HI),Dicot,Perennial,Tree,HI(N),,,
Alpinia,"NA (L48, PB)","USA+(PR, VI), USA(FL, HI, PW)",Monocot,,,L48(I),,,
Alpinia carolinensis,,USA(PW),,Perennial,"Forb/herb, Shrub, Tree",L48(N),,,
Alpinia galanga,,,Monocot,,,,,,
Alpinia mutica,HI,USA(HI),Monocot,Perennial,Forb/herb,HI(I),,,
Alpinia officinarum,,,Monocot,,,,,,
Alpinia pubiflora,,USA(PW),,Perennial,"Forb/herb, Shrub",L48(N),,,
Alpinia purpurata,"NA (GU, PB), HI,PR","USA+(PR), USA(HI, PW)",Monocot,Perennial,Forb/herb,L48(I)HI(I)PR(I),,,
Alpinia zerumbet,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(FL, HI, PW)",Monocot,Perennial,Forb/herb,L48(I)HI(I)PR(I)VI(I),,,
Alsia,NA (L48),,Moss,,,NA(N),,,
Alsia californica,NA (L48),,Moss,,Nonvascular,NA(N),,,
Alsinidendron,HI,USA(HI),Dicot,,,,,,
Alsinidendron lychnoides,HI,USA(HI),Dicot,Perennial,"Subshrub, Shrub",HI(N),,,
Alsinidendron obovatum,HI,USA(HI),Dicot,Perennial,"Subshrub, Shrub",HI(N),,,
Alsinidendron trinerve,HI,USA(HI),Dicot,Perennial,"Subshrub, Shrub",HI(N),,,
Alsinidendron viscosum,HI,USA(HI),Dicot,Perennial,"Shrub, Subshrub",HI(N),,,
Alsophila,PR,USA+(PR),Fern,,,,,,
Alsophila amintae,PR,USA+(PR),Fern,Perennial,"Shrub, Tree",PR(N),,,
Alsophila brooksii,PR,USA+(PR),Fern,Perennial,"Subshrub, Shrub",PR(N),,,
Alsophila bryophila,PR,USA+(PR),Fern,Perennial,Tree,PR(N),,,
Alsophila portoricensis,PR,USA+(PR),Fern,Perennial,Tree,PR(N),,,
Alstonia,NA (L48),"USA(FL, HI)",Dicot,,,L48(I),,,
Alstonia macrophylla,"NA (L48), HI","USA(FL, HI)",Dicot,Perennial,Tree,L48(I)HI(I),,,
Alstroemeria,NA (L48),"USA(FL, GA, LA, MS)",Monocot,,,L48(I),,,
Alstroemeria aurea,,,Monocot,,,,,,
Alstroemeria haemantha,NA (L48),USA(GA),Monocot,Perennial,Forb/herb,L48(I),,,
Alstroemeria psittacina,NA (L48),"USA(LA, MS)",Monocot,Perennial,Forb/herb,L48(I),,,
Alstroemeria pulchella,NA (L48),USA(FL),Monocot,Perennial,Forb/herb,L48(I),,,
Alternanthera,"NA (L48, PB)","USA+(PR, VI), USA(AL, AR, AZ, CA, FL, GA, HI, IL, KY, LA, MD, MO, MS, NC, NJ, NM, NY, OK, PA, PW, SC, TN, TX, UM, VA)",Dicot,,,"L48(I,N)",,,
Alternanthera bettzichiana,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(CA, FL, HI, MD, TX)",Dicot,Perennial,Forb/herb,L48(I)HI(I)PR(I)VI(I),,,
Alternanthera brasiliana,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(FL, HI)",Dicot,Perennial,"Forb/herb, Vine, Shrub",L48(I)HI(I)PR(I)VI(I),,,
Alternanthera caracasana,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CA, FL, GA, HI, LA, MD, MO, MS, NC, NM, OK, SC, TX)",Dicot,Perennial,Forb/herb,L48(I)HI(I)PR(N)VI(N),,,
Alternanthera crucis,"PR, VI","USA+(PR, VI)",Dicot,Perennial,Forb/herb,PR(N)VI(N),,,
Alternanthera echinocephala,,,Dicot,,,,,,
Alternanthera ficoidea,"NA (L48, GU), HI, PR, VI","USA+(PR, VI), USA(FL, HI, MD, UM)",Dicot,Perennial,Forb/herb,L48(I)HI(I)PR(N)VI(I),,,
Alternanthera flavescens,"NA (L48), PR, VI","USA+(PR, VI), USA(FL)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N)PR(N)VI(N),,,
Alternanthera flavogrisea,NA (L48),USA(TX),Dicot,Perennial,Forb/herb,L48(N),,,
Alternanthera hassleriana,,,Dicot,,,,,,
Alternanthera maritima,NA (L48),USA(FL),Dicot,Perennial,Forb/herb,L48(N),,,
Alternanthera paronychioides,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, FL, GA, LA, MS, NC, NJ, PA, SC, TX)",Dicot,Perennial,Forb/herb,"L48(I,N)PR(N)VI(N)",,,
Alternanthera paronychioides var. amazonica,NA (L48),USA(LA),Dicot,Perennial,Forb/herb,L48(I),,,
Alternanthera paronychioides var. paronychioides,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, FL, GA, LA, MS, NC, NJ, PA, SC, TX)",Dicot,Perennial,Forb/herb,L48(N)PR(N)VI(N),,,
Alternanthera philoxeroides,"NA (L48), PR","USA+(PR), USA(AL, AR, CA, FL, GA, IL, KY, LA, MS, NC, OK, SC, TN, TX, VA)",Dicot,Perennial,Forb/herb,L48(I)PR(I),Spring,Slow,Early Spring
Alternanthera pungens,"NA (L48), HI, PR","USA+(PR), USA(AL, FL, GA, HI, NY, SC, TX, VA)",Dicot,Perennial,Forb/herb,L48(I)HI(I)PR(I),,,
Alternanthera sessilis,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(AL, AR, FL, GA, HI, LA, MD, MS, PW, SC, TX)",Dicot,"Annual, Perennial",Forb/herb,L48(I)HI(I)PR(N)VI(N),,,
Alternanthera trigyna,,,Dicot,,,,,,
Althaea,NA (L48),"CAN(NB, ON, QC), USA(AR, CT, DC, DE, KY, MA, MD, MI, ND, NE, NJ, NY, OH, PA, VA, WI)",Dicot,,,L48(I)CAN(I),,,
Althaea cannabina,NA (L48),USA(DC),Dicot,Perennial,Forb/herb,L48(I),,,
Althaea hirsuta,"NA (L48, CAN)","CAN(ON), USA(NY, PA)",Dicot,Perennial,Forb/herb,L48(I)CAN(I),,,
Althaea officinalis,"NA (L48, CAN)","CAN(NB, ON, QC), USA(AR, CT, DE, KY, MA, MD, MI, ND, NE, NJ, NY, OH, PA, VA, WI)",Dicot,Perennial,Forb/herb,L48(I)CAN(I),,,
Alvaradoa,NA (L48),USA(FL),Dicot,,,L48(N),,,
Alvaradoa amorphoides,NA (L48),USA(FL),Dicot,Perennial,"Tree, Shrub",L48(N),,,
Alvaradoa amorphoides ssp. psilophyllis,NA (L48),USA(FL),Dicot,Perennial,"Tree, Shrub",L48(N),,,
Alysicarpus,"NA (L48, PB)","USA+(PR, VI), USA(AL, FL, GA, HI, LA, MS, NC, PW, TX, VA)",Dicot,,,L48(I),,,
Alysicarpus bupleurifolius,,USA(PW),,Perennial,Forb/herb,L48(N),,,
Alysicarpus glumaceus,,,Dicot,,,,,,
Alysicarpus ovalifolius,NA (L48),USA(FL),Dicot,"Annual, Perennial",Forb/herb,L48(I),,,
Alysicarpus rugosus,NA (L48),USA(FL),Dicot,Annual,Forb/herb,L48(I),,,
Alysicarpus vaginalis,"NA (L48, GU, PB), HI, PR, VI","USA+(PR, VI), USA(AL, FL, GA, HI, LA, MS, NC, PW, TX, VA)",Dicot,"Annual, Perennial",Forb/herb,L48(I)HI(I)PR(I)VI(I),,,
Alyssoides,,,Dicot,,,,,,
Alyssoides utriculata,,,Dicot,,,,,,
Alyssum,NA (L48),"CAN(AB, BC, MB, NF, NT, ON, QC, SK, YT), USA(AK, AR, CA, CO, CT, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, ND, NE, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Dicot,,,"L48(I)CAN(I,N)",,,
Alyssum alpestre,,,Dicot,,,,,,
Alyssum alyssoides,"NA (L48, CAN)","CAN(AB, BC, MB, NF, ON, QC, SK), USA(AR, CA, CO, CT, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, NE, NJ, NM, NV, NY, OH, OR, PA, RI, SD, TN, UT, VA, VT, WA, WI, WV, WY)",Dicot,"Annual, Biennial",Forb/herb,L48(I)CAN(I),,,
Alyssum argenteum,,,Dicot,,,,,,
Alyssum bornmuelleri,,,Dicot,,,,,,
Alyssum borzaeanum,,,Dicot,,,,,,
Alyssum condensatum,,,Dicot,,,,,,
Alyssum corsicum,NA (L48),USA(OR),Dicot,Perennial,"Forb/herb, Subshrub",L48(I),,,
Alyssum desertorum,"NA (L48, CAN)","CAN(AB, BC, MB, SK), USA(CA, CO, ID, KS, MO, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)",Dicot,Annual,Forb/herb,L48(I)CAN(I),,,
Alyssum desertorum var. desertorum,"NA (L48, CAN)","CAN(AB, BC, MB, SK), USA(CO, ID, KS, MO, MT, ND, NE, NM, NV, OR, SD, UT, WA, WY)",Dicot,Annual,Forb/herb,L48(I)CAN(I),,,
Alyssum desertorum var. himalayensis,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(I),,,
Alyssum diffusum,,,Dicot,,,,,,
Alyssum erosulum,,,Dicot,,,,,,
Alyssum idaeum,,,Dicot,,,,,,
Alyssum lenense,,,Dicot,,,,,,
Alyssum markgrafii,,,Dicot,,,,,,
Alyssum murale,"NA (L48, CAN)","CAN(AB, BC, ON, QC), USA(CO, MI, OR, UT)",Dicot,Perennial,Forb/herb,L48(I)CAN(I),,,
Alyssum obovatum,"NA (AK, CAN)","CAN(NT, YT), USA(AK)",Dicot,Perennial,Forb/herb,AK(N)CAN(N)NA(N),,,
Alyssum serpyllifolium,,,Dicot,,,,,,
Alyssum simplex,NA (L48),"USA(CA, CO, KS, MT, NE, NM, NV, OR, UT, WY)",Dicot,Annual,Forb/herb,L48(I),,,
Alyssum strigosum,NA (L48),"USA(CA, NV)",Dicot,Annual,Forb/herb,L48(I),,,
Alyssum szovitsianum,NA (L48),USA(UT),Dicot,Annual,Forb/herb,L48(I),,,
Alyssum tortuosum,,,Dicot,,,,,,
Alyxia,NA (PB),"USA(HI, PW)",Dicot,,,,,,
Alyxia bracteolosa,,USA(PW),,Perennial,Vine,L48(N),,,
Alyxia stellata,HI,USA(HI),Dicot,Perennial,"Shrub, Vine",HI(N),,,
Alyxia torresiana,,,Dicot,Perennial,,,,,
Amandinea,NA (L48),,Lichen,,,NA(N),,,
Amandinea coniops,NA (L48),,Lichen,,Lichenous,NA(N),,,
Amandinea dakotensis,NA (L48),,Lichen,,Lichenous,NA(N),,,
Amandinea leucomela,NA (L48),,Lichen,,Lichenous,NA(N),,,
Amandinea milliaria,NA (L48),,Lichen,,Lichenous,NA(N),,,
Amandinea polyspora,NA (L48),,Lichen,,Lichenous,NA(N),,,
Amandinea punctata,NA (L48),,Lichen,,Lichenous,NA(N),,,
Amaranthus,NA (PB),"CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA+(PR, VI), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NAV, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PW, RI, SC, SD, TN, TX, UM, UT, VA, VT, WA, WI, WV, WY)",Dicot,,,"SPM(I,W)",,,
Amaranthus ×texensis,NA (L48),USA(TX),Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus ×tucsonensis,NA (L48),USA(AZ),Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus acanthochiton,NA (L48),"USA(AZ, NM, TX, UT)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus acutilobus,,,Dicot,,,,,,
Amaranthus albus,"NA (L48, AK, CAN, SPM)","CAN(AB, BC, LB, MB, NB, NS, ON, PE, QC, SK), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(I)AK(I)CAN(W)SPM(W),,,
Amaranthus arenicola,NA (L48),"USA(AR, CA, CO, DC, IA, IL, IN, KS, KY, LA, MI, MO, MT, NE, NJ, NM, OK, PA, SD, TN, TX, VA, WI, WY)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus australis,"NA (L48), PR","USA+(PR), USA(AL, FL, LA, MS, NC, TN, TX, VA)",Dicot,Annual,"Subshrub, Forb/herb",L48(N)PR(N),,,
Amaranthus bigelovii,NA (L48),"USA(LA, NM, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus blitoides,"NA (L48, AK, CAN)","CAN(AB, BC, MB, ON, QC, SK), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(I)AK(I)CAN(I),,,
Amaranthus blitum,"NA (L48, CAN, PB), HI, PR","CAN(NS, ON, QC), USA+(PR), USA(AL, AR, CA, CT, DC, FL, GA, HI, LA, MA, MD, MO, NC, NH, NJ, NY, OH, PA, SC, TN, TX, UM, UT, VA, WA)",Dicot,Annual,Forb/herb,L48(I)HI(I)PR(I)CAN(I),,,
Amaranthus blitum var. blitum,"NA (L48), HI",USA(NY),Dicot,Annual,Forb/herb,L48(I)HI(I),,,
Amaranthus blitum var. emarginatus,"NA (L48, CAN, GU), HI, PR","CAN(NS, ON, QC), USA+(PR), USA(AL, CA, CT, FL, GA, HI, LA, MA, MD, NC, NH, NJ, NY, OH, PA, SC, TN, UM, UT, VA, WA)",Dicot,Annual,Forb/herb,L48(I)HI(I)PR(I)CAN(I),,,
Amaranthus blitum var. pseudogracilis,"NA (L48, GU)","USA(FL, MO, PA, TX, UM)",Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus brownii,HI,USA(HI),Dicot,Annual,Forb/herb,HI(N),,,
Amaranthus californicus,"NA (L48, CAN)","CAN(AB, SK), USA(CA, ID, KS, MT, NE, NV, OR, SD, TX, UT, WA, WY)",Dicot,Annual,Forb/herb,L48(N)CAN(N),"Spring, Summer, Fall",Moderate,Summer
Amaranthus cannabinus,NA (L48),"USA(AL, CT, DC, DE, FL, GA, LA, MA, MD, ME, NC, NH, NJ, NY, PA, RI, SC, VA)",Dicot,Perennial,Forb/herb,L48(N),,,
Amaranthus caudatus,"NA (L48), PR","USA+(PR), USA(AZ, CA, CT, DE, FL, ID, IL, KS, KY, MA, ME, MI, MN, MO, MT, NY, OR, PA, TN, VA, VT, WA, WI)",Dicot,Annual,Forb/herb,L48(I)PR(I),,,
Amaranthus chihuahuensis,,,Dicot,,,,,,
Amaranthus crassipes,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, AZ, FL, NM, PA, SC, TX)",Dicot,Annual,Forb/herb,"L48(I,N)PR(I)VI(I)",,,
Amaranthus crassipes var. crassipes,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, AZ, FL, PA, SC, TX)",Dicot,Annual,Forb/herb,L48(I)PR(I)VI(I),,,
Amaranthus crassipes var. warnockii,NA (L48),"USA(NM, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus crispus,NA (L48),"USA(NC, NJ, NY, VA)",Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus cruentus,"NA (L48, CAN), HI, PR","CAN(BC, ON, QC), USA+(PR), USA(AL, AZ, CA, CT, DC, DE, HI, IL, IN, KY, MA, MD, ME, MI, MO, NC, NE, NH, NJ, NM, NY, OH, OR, PA, RI, SC, TX, UT, VA, VT, WA, WI, WV)",Dicot,Annual,Forb/herb,L48(I)HI(I)PR(I)CAN(I),,,
Amaranthus deflexus,NA (L48),"USA(AL, CA, FL, GA, LA, MA, MD, NJ, NY, OH, OR, PA, TN, VA)",Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus dubius,"NA (L48, GU), HI, PR, VI","USA+(PR, VI), USA(FL, HI, MA, UM)",Dicot,Annual,Forb/herb,L48(I)HI(I)PR(N)VI(N),,,
Amaranthus fimbriatus,NA (L48),"USA(AZ, CA, NM, NV, TX, UT)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus floridanus,NA (L48),USA(FL),Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus graecizans,"NA (L48, GU)","USA(NJ, UM)",Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus graecizans ssp. sylvestris,NA (L48),USA(NJ),Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus greggii,NA (L48),"USA(LA, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus hybridus,"NA (L48, CAN), HI","CAN(MB, NS, ON, QC), USA(AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UM, VA, VT, WA, WI, WV)",Dicot,Annual,Forb/herb,L48(N)HI(I)CAN(I),,,
Amaranthus hybridus × hypochondriacus,,,Dicot,Annual,Forb/herb,,,,
Amaranthus hypochondriacus,NA (L48),"USA(AZ, CA, FL, KS, MA, MI, MN, MO, MS, NE, NM, NY, PA, TX, UT, WI)",Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus interruptus,NA (GU),USA(UM),Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus lineatus,HI,USA(HI),Dicot,Annual,Forb/herb,HI(I),,,
Amaranthus macrocarpus,NA (L48),USA(MA),Dicot,Annual,Forb/herb,L48(W),,,
Amaranthus muricatus,NA (L48),USA(AL),Dicot,Perennial,Forb/herb,L48(I),,,
Amaranthus obcordatus,NA (L48),"USA(AZ, NM, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus palmeri,"NA (L48, CAN)","CAN(ON), USA(AR, AZ, CA, CO, FL, GA, IL, KS, KY, LA, MA, MD, MO, MS, NC, NE, NJ, NM, NV, NY, OH, OK, PA, SC, TN, TX, UT, VA, WI, WV)",Dicot,Annual,Forb/herb,L48(N)CAN(I),,,
Amaranthus polygonoides,"NA (L48), VI","USA+(VI), USA(FL, NM, SC, TX)",Dicot,Annual,Forb/herb,L48(N)VI(I),,,
Amaranthus powellii,"NA (L48, CAN)","CAN(AB, BC, ON, PE, QC, SK), USA(AR, AZ, CA, CO, CT, FL, IA, ID, IL, IN, KS, KY, LA, MA, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Amaranthus powellii ssp. bouchonii,NA (L48),"USA(CA, MT, OR, PA, WA)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus powellii ssp. powellii,"NA (L48, CAN)","CAN(AB, BC, ON, PE, QC, SK), USA(AR, AZ, CA, CO, CT, FL, IA, ID, IL, IN, KS, LA, MA, ME, MI, MN, MO, MS, MT, NC, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, SC, SD, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Amaranthus pringlei,NA (L48),"USA(AZ, NV)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus pumilus,NA (L48),"USA(CT, DE, MA, MD, NC, NJ, NY, PA, RI, SC, VA)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus retroflexus,"NA (L48, AK, CAN, SPM), HI","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Dicot,Annual,Forb/herb,L48(N)AK(I)HI(I)CAN(I)SPM(I),,,
Amaranthus scleropoides,NA (L48),"USA(OK, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus spinosus,"NA (L48, CAN, GU, PB), HI, PR, VI","CAN(MB, ON), USA+(PR, VI), USA(AL, AR, CA, CT, DC, DE, FL, GA, HI, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NJ, NY, OH, OK, PA, PW, RI, SC, TN, TX, UM, VA, VT, WI, WV)",Dicot,Annual,Forb/herb,L48(N)HI(I)PR(N)VI(N)CAN(I),,,
Amaranthus tamaulipensis,NA (L48),USA(TX),Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus thunbergii,NA (L48),USA(SC),Dicot,Annual,Forb/herb,L48(I),,,
Amaranthus torreyi,NA (L48),"USA(AZ, CA, NM, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus tricolor,"NA (L48, GU), PR, VI","USA+(PR, VI), USA(LA, MI, MO, MS, UM)",Dicot,Annual,Forb/herb,L48(I)PR(I)VI(I),,,
Amaranthus tuberculatus,"NA (L48, CAN)","CAN(MB, ON, QC), USA(AL, AR, CA, CO, CT, DE, GA, IA, ID, IL, IN, KS, KY, LA, MA, ME, MI, MN, MO, MS, NC, ND, NE, NH, NJ, NM, NY, OH, OK, PA, SC, SD, TN, TX, VT, WA, WI, WV)",Dicot,Annual,Forb/herb,L48(N)CAN(N),,,
Amaranthus venulosus,NA (L48),USA(AZ),Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus viridis,"NA (L48), HI, VI","USA+(VI), USA(AL, AR, AZ, FL, GA, HI, LA, MA, MI, MS, NAV, NC, NM, NY, OK, PA, PW, SC, TN, TX, UM, VA)",Dicot,Annual,Forb/herb,L48(N)HI(I)VI(N),,,
Amaranthus watsonii,NA (L48),"USA(AZ, CA)",Dicot,Annual,Forb/herb,L48(N),,,
Amaranthus wrightii,NA (L48),"USA(AZ, CO, NM, TX, UT)",Dicot,Annual,Forb/herb,L48(N),,,
Amaryllis,NA (L48),"USA(CA, LA)",Monocot,,,L48(I),,,
Amaryllis belladonna,NA (L48),"USA(CA, LA)",Monocot,Perennial,Forb/herb,L48(I),,,
Amberboa,NA (L48),"USA(CA, IA, IL, IN, ME, UT)",Dicot,,,L48(I),,,
Amberboa moschata,NA (L48),"USA(CA, IA, IL, IN, ME, UT)",Dicot,"Annual, Biennial",Forb/herb,L48(I),,,
Amblyodon,NA (L48),,Moss,,,NA(N),,,
Amblyodon dealbatus,NA (L48),,Moss,,Nonvascular,NA(N),,,
Amblyolepis,NA (L48),USA(TX),Dicot,,,L48(N),,,
Amblyolepis setigera,NA (L48),USA(TX),Dicot,Annual,Forb/herb,L48(N),,,
Amblyopappus,NA (L48),USA(CA),Dicot,,,L48(N),,,
Amblyopappus pusillus,NA (L48),USA(CA),Dicot,Annual,Forb/herb,L48(N),,,
Amblyopyrum,,,Monocot,,,,,,
Amblyopyrum muticum,,,Monocot,,Graminoid,,,,
Amblystegium,NA (L48),"USA(NJ, NY)",Moss,,,NA(N),,,
Amblystegium serpens,NA (L48),"USA(NJ, NY)",Moss,,Nonvascular,NA(N),,,
Amblystegium serpens var. juratzkanum,NA (L48),"USA(NJ, NY)",Moss,,Nonvascular,NA(N),,,
Amblystegium serpens var. serpens,NA (L48),,Moss,,Nonvascular,NA(N),,,
Amblystegium varium,NA (L48),"USA(NJ, NY)",Moss,,Nonvascular,NA(N),,,
